County,Percent_Households_Below_Poverty_Level,Median_Age,Homeowner_Vacancy_Rate,Percent_Pop_25_And_Over_With_College_Or_Higher_Educ
"Grimes, Texas",15.4,40.4,2.2,15.7
"Guadalupe, Texas",9.1,37,1.5,28.2
"Hale, Texas",17.5,33.4,1.6,17.1
"Hall, Texas",20.4,44.6,4.2,15.9
"Hamilton, Texas",14.2,45.8,3.5,22.4
"Hansford, Texas",15,35.1,0.8,15.1
"Hardeman, Texas",16.4,43.5,6.1,13.7
"Hardin, Texas",14.1,39.2,2.5,16.8
"Harris, Texas",14.3,33.5,1.7,31.5
"Harrison, Texas",16.6,38.7,1.5,19.1
"Hartley, Texas",7.3,38.1,3,17.8
"Haskell, Texas",19,43.5,4.6,11.9
"Hays, Texas",13.7,32,1.2,37.2
"Hemphill, Texas",7,36.4,6.2,21.2
"Henderson, Texas",16.1,43.9,4.1,17.3
"Hidalgo, Texas",28,29.2,1.8,18.7
"Hill, Texas",12.6,42.1,3.5,17.4
"Hockley, Texas",15.9,33.8,1.7,15.8
"Hood, Texas",9.7,47,2.8,26.4
"Hopkins, Texas",14.3,39.2,0.8,20.1
"Houston, Texas",19.7,44.5,2.9,15.2
"Howard, Texas",16.1,36.5,2.7,12.6
"Hudspeth, Texas",26.1,37,1.5,10.7
"Hunt, Texas",14.9,38,0.4,19.9
"Hutchinson, Texas",15,38,2,14
"Irion, Texas",11.7,42.7,4.8,15
"Jack, Texas",16.4,39.6,1.1,13.5
"Jackson, Texas",15.7,37.7,1.6,16.5
"Jasper, Texas",17.2,40.5,3.6,12.9
"Jeff Davis, Texas",4.2,55.8,4.7,30.5
"Jefferson, Texas",16.7,36.2,1.6,19.7
"Jim Hogg, Texas",26.6,32.4,3.7,13.4
"Jim Wells, Texas",22.9,34.6,2,12.2
"Johnson, Texas",9.1,36.8,1.3,18.7
"Jones, Texas",15.6,38.2,2.3,11.7
"Karnes, Texas",14.9,35.4,1.4,15.3
"Kaufman, Texas",11.5,35.5,1.8,20.5
"Kendall, Texas",5.5,41.4,1.5,42.1
"Kenedy, Texas",11.7,39.7,0,1
"Kent, Texas",19.8,51,2.6,25.4
"Kerr, Texas",9.9,47.4,2.8,27.4
"Kimble, Texas",19.7,52.1,5,22.5
"King, Texas",3.9,40,0,20.9
"Kinney, Texas",10.6,49.8,6.3,12.1
"Kleberg, Texas",25.3,28.3,1,24.6
"Knox, Texas",16.7,39.5,1.9,20.1
"Lamar, Texas",18.5,40.7,1.5,18.7
"Lamb, Texas",18.8,36.4,1.3,14.4
"Lampasas, Texas",11.8,43.1,1.3,19.9
"La Salle, Texas",23.3,36.5,0.7,7.5
"Lavaca, Texas",12,43.4,1.1,16.7
"Lee, Texas",15,41.1,1.1,14.6
"Leon, Texas",16.9,44.3,1.9,14
"Liberty, Texas",13.8,35.5,2.1,9.7
"Limestone, Texas",17.6,39.9,3.1,14.8
"Lipscomb, Texas",13.5,34.7,2.7,19.7
"Live Oak, Texas",13.4,42.2,5.3,12.2
"Llano, Texas",10.9,57.4,2.4,25.3
"Loving, Texas",16.7,55.2,0,0
"Lubbock, Texas",18.4,30.8,1.4,30.1
"Lynn, Texas",18.3,37.3,2.2,17.3
"McCulloch, Texas",17.4,44.6,4.5,17.3
"McLennan, Texas",18,33.3,1.5,24.2
"McMullen, Texas",17.4,38.2,1.4,28.8
"Madison, Texas",14.1,35.2,0.4,14.7
"Marion, Texas",19,50.6,1.4,14.7
"Martin, Texas",6.8,32.7,1.1,18.3
"Mason, Texas",14.3,46.3,0,27.6
"Matagorda, Texas",19.7,38.2,2,17.4
"Maverick, Texas",28.6,29.6,1.6,12.7
"Medina, Texas",12.2,39,0.9,19.8
"Menard, Texas",17.5,51.8,1.2,18
"Midland, Texas",9.1,31.7,0.5,27.4
"Milam, Texas",15.5,41.7,0.7,14.1
"Mills, Texas",19.8,52.1,1.3,18.3
"Mitchell, Texas",12.3,33.9,6,11.3
"Montague, Texas",14.5,44.6,0.8,16.9
"Montgomery, Texas",8.7,37.1,1.2,34.5
"Moore, Texas",10.9,30.8,1.5,14.3
"Morris, Texas",18.4,43,1.4,14.3
"Motley, Texas",11.2,41.3,9.8,16.8
"Nacogdoches, Texas",22.2,30.9,1.4,24.5
"Navarro, Texas",16.9,38.1,1.3,15.9
"Newton, Texas",24.4,44.3,0.9,9.7
"Nolan, Texas",15.5,37.5,3.4,15.2
"Nueces, Texas",16.7,35.5,2,21.8
"Ochiltree, Texas",13.9,32.3,1.4,15.6
"Oldham, Texas",7.9,35.9,0,22
"Orange, Texas",13.2,37.9,1.7,15.5
"Palo Pinto, Texas",15.2,40.6,4.3,16.6
"Panola, Texas",13.8,39.2,1.3,16.1
"Parker, Texas",8.9,39.7,1.4,26.4
"Parmer, Texas",15.6,33.4,2.3,17.9
"Pecos, Texas",15.6,35.9,0,9.8
"Polk, Texas",17.8,43.7,1.7,13.1
"Potter, Texas",19.6,33.9,2,14.9
"Presidio, Texas",37.2,41.9,3.2,21.2
"Rains, Texas",12.4,48.4,1.3,13.7
"Randall, Texas",7.9,35.9,2,32.4
"Reagan, Texas",7.7,30,1.3,10.5
"Real, Texas",20.8,47.4,6.2,17.4
"Red River, Texas",20.5,45.9,1.1,12.5
"Reeves, Texas",18.9,35.8,1.7,12.3
"Refugio, Texas",16.3,43.3,0.3,11.5
"Roberts, Texas",8,43.2,2.8,25
"Robertson, Texas",16.1,41.5,0.9,16.1
"Rockwall, Texas",4.9,37.5,0.7,40.7
"Runnels, Texas",15,40.8,2.5,18.1
"Rusk, Texas",13.4,38.2,1.3,15.5
"Sabine, Texas",18.1,53,3.8,17.6
"San Augustine, Texas",23.3,49.3,3.2,14
"San Jacinto, Texas",14.3,44.9,1.2,11.2
"San Patricio, Texas",16.6,35.5,1.3,15.6
"San Saba, Texas",11.8,42.4,3.2,14.1
"Schleicher, Texas",17.2,36.2,1.5,16.6
"Scurry, Texas",11.7,36.4,1.4,16.2
"Shackelford, Texas",13.5,43,2.4,30.5
"Shelby, Texas",22.1,38,1.7,13.8
"Sherman, Texas",10.5,40.1,2.7,15
"Smith, Texas",14.3,36.6,1.6,26.4
"Somervell, Texas",22.3,41,1.8,26.4
"Starr, Texas",35,28.8,1.4,9.9
"Stephens, Texas",20.1,39.4,3.7,16.2
"Sterling, Texas",5,40.8,1.5,9.5
"Stonewall, Texas",12.9,47.1,2.6,14.8
"Sutton, Texas",13.5,38.6,0.7,17.1
"Swisher, Texas",23.3,35.9,0.4,15.3
"Tarrant, Texas",10.9,34.4,1.1,32.3
"Taylor, Texas",14.8,32.5,2,25.2
"Terrell, Texas",15.1,55.2,10.1,18.4
"Terry, Texas",17.8,34.6,1.6,11.4
"Throckmorton, Texas",21.3,52.3,3,21.7
"Titus, Texas",16.4,34.1,1.6,16.3
"Tom Green, Texas",13.1,34.1,2.2,24.5
"Travis, Texas",10.7,34.2,1.4,50
"Trinity, Texas",15.1,48.6,3,12.9
"Tyler, Texas",16.7,42.4,1.5,13.4
"Upshur, Texas",16.2,41.4,2.9,17.1
"Upton, Texas",14.7,39.6,0.8,9.6
"Uvalde, Texas",17.4,33.7,1.1,17.9
"Val Verde, Texas",20.3,31.8,1.6,18.4
"Van Zandt, Texas",12.9,42.8,1.5,15.8
"Victoria, Texas",14.2,35.9,1.6,20
"Walker, Texas",23.3,35.3,2.1,20.8
"Waller, Texas",14.9,28.9,2.5,21.1
"Ward, Texas",13.2,33.9,0.1,12.5
"Washington, Texas",12.2,41.5,1.9,26.8
"Webb, Texas",25.5,28.8,1.4,18.9
"Wharton, Texas",17.6,37.3,2.2,18
"Wheeler, Texas",16.5,39.6,3.3,16.8
"Wichita, Texas",17.4,34.5,2.7,23.1
"Wilbarger, Texas",15.8,39.4,0.7,15.2
"Willacy, Texas",28.8,33,1,8.9
"Williamson, Texas",5.7,36.3,1.3,41.3
"Wilson, Texas",9,40.2,1.1,21.8
"Winkler, Texas",14.1,33.1,2.8,8.2
"Wise, Texas",10.2,38.3,0.9,18
"Wood, Texas",15.3,47.9,1.3,16.6
"Yoakum, Texas",9.1,30.3,0,12.7
"Young, Texas",14,41.1,1.2,19.3
"Zapata, Texas",32.5,29.5,1.9,11.6
"Zavala, Texas",33.6,32.9,0.4,10.9
"Beaver, Utah",9.6,33,3.8,21.1
"Box Elder, Utah",8.6,32.6,1.4,23.9
"Cache, Utah",15,25.2,1.2,38.3
"Carbon, Utah",16.7,37.5,2.2,17.1
"Daggett, Utah",5.5,42.5,16,13.4
"Davis, Utah",5.8,31.1,1.2,37.8
"Duchesne, Utah",13.8,31.5,2.4,14.7
"Emery, Utah",12.3,36.2,2,16.3
"Garfield, Utah",13.8,41.9,1.7,25.9
"Grand, Utah",8.6,40.2,0.5,28.6
"Iron, Utah",17.1,29.1,1,29.8
"Juab, Utah",11.2,30.1,0.5,16
"Kane, Utah",14,41.9,4,29.9
"Millard, Utah",11.6,35.4,0.3,20.6
"Morgan, Utah",3.7,32.2,0,39.4
"Piute, Utah",14.8,44.5,5.1,20.2
"Rich, Utah",7.2,34.3,6.5,23
"Salt Lake, Utah",8.8,32.8,0.8,35.6
"San Juan, Utah",24.5,32.2,2.7,18.3
"Sanpete, Utah",12.9,32.6,0.7,20.9
"Sevier, Utah",14.1,35.4,1.7,18.5
"Summit, Utah",6.1,39.5,2.1,55
"Tooele, Utah",7.2,31.4,0.5,24.2
"Uintah, Utah",11.5,30.6,5.4,15.8
"Utah, Utah",10.7,24.8,0.8,40.8
"Wasatch, Utah",5.7,34,0.6,39.9
"Washington, Utah",10.1,37.1,1.4,28.1
"Wayne, Utah",12.6,40.4,2.7,23.4
"Weber, Utah",10.7,32.7,1.7,24.5
"Addison, Vermont",7,43.5,1.9,39.6
"Bennington, Vermont",11,46.7,1.3,36.2
"Caledonia, Vermont",12.3,44.7,2.8,29
"Chittenden, Vermont",11.8,36.5,0.8,51.3
"Essex, Vermont",13,50.9,0.9,16.2
"Franklin, Vermont",9.4,40.4,1.6,24.1
"Grand Isle, Vermont",9,48.2,3.1,39.8
"Lamoille, Vermont",12.9,40.8,1.8,38.2
"Orange, Vermont",9.7,46.6,1.8,29.1
"Orleans, Vermont",14.6,45.8,1.6,21.5
"Rutland, Vermont",11.2,46.5,1.3,30.8
"Washington, Vermont",9.8,43.7,2.6,41.8
"Windham, Vermont",13.9,47.6,1.9,38.1
"Windsor, Vermont",10.2,48,2.2,38.2
"Accomack, Virginia",14.5,45.9,3.8,19.5
"Albemarle, Virginia",8,39.1,0.7,55.1
"Alleghany, Virginia",19.3,48.1,1.3,15
"Amelia, Virginia",10.3,45.1,0,17.1
"Amherst, Virginia",12.9,44.8,0.7,19.1
"Appomattox, Virginia",12.3,42.6,0.2,20.9
"Arlington, Virginia",6.5,34.7,0.6,75.3
"Augusta, Virginia",9.2,45.1,1.4,22.7
"Bath, Virginia",11.3,47.8,2.6,15.9
"Bedford, Virginia",9.3,46.3,0.8,29.2
"Bland, Virginia",11.9,46.4,1.6,14.2
"Botetourt, Virginia",6.9,47.2,1.4,28.3
"Brunswick, Virginia",19.5,43.3,1.4,13.6
"Buchanan, Virginia",27.6,46.8,1.5,11.8
"Buckingham, Virginia",15.7,43.5,2.6,12.5
"Campbell, Virginia",11.6,43,0.4,22.5
"Caroline, Virginia",9.7,40.1,1.3,19.9
"Carroll, Virginia",15.9,47.6,1.9,15
"Charles City, Virginia",14.3,50.8,1.3,14.7
"Charlotte, Virginia",22.2,46.2,0.4,10.9
"Chesterfield, Virginia",5.9,38.9,0.7,40.5
"Clarke, Virginia",9.1,47,1,32.2
"Craig, Virginia",10.9,46.3,6.7,23.6
"Culpeper, Virginia",8.2,39.2,2.9,25.7
"Cumberland, Virginia",19.7,45.6,1.5,14.9
"Dickenson, Virginia",28.1,44.7,1.5,10.7
"Dinwiddie, Virginia",13,43.2,0.9,18.6
"Essex, Virginia",16.1,46.3,3.1,17.4
"Fairfax, Virginia",5.6,38,0.8,61.6
"Fauquier, Virginia",5.9,41.3,1.4,36.4
"Floyd, Virginia",10.1,47.2,2.1,22.1
"Fluvanna, Virginia",5.5,43.4,3.1,33.9
"Franklin, Virginia",13.4,47.2,2.3,21.9
"Frederick, Virginia",6.3,40.7,0.9,28.3
"Giles, Virginia",9.6,44.7,0.9,18.1
"Gloucester, Virginia",9,44.9,1,23.3
"Goochland, Virginia",6.9,48.3,0.8,41.8
"Grayson, Virginia",20.6,48.1,2.7,13.7
"Greene, Virginia",6.6,39.6,1.5,29
"Greensville, Virginia",14.8,40.7,1.9,9.2
"Halifax, Virginia",16.1,46.5,1.3,15.4
"Hanover, Virginia",5.4,42.7,1.7,39.8
"Henrico, Virginia",8.8,38.8,1.2,43.7
"Henry, Virginia",18.1,47.6,1.6,13.9
"Highland, Virginia",7.7,60.9,6.3,22.5
"Isle of Wight, Virginia",9,44.3,0.9,27
"James City, Virginia",6.6,46.5,1.8,50.4
"King and Queen, Virginia",7.8,46.7,0,23.6
"King George, Virginia",6.1,37.4,1.9,36
"King William, Virginia",5.9,40.3,0.8,21
"Lancaster, Virginia",11,57.3,4.1,31.5
"Lee, Virginia",25.7,44.9,2.7,11.2
"Loudoun, Virginia",3.4,36.2,0.7,61.3
"Louisa, Virginia",11.8,44.8,2,24.1
"Lunenburg, Virginia",16.2,45.3,0.7,11.3
"Madison, Virginia",6.9,45.6,1.1,23.4
"Mathews, Virginia",9.2,54.5,2.4,27.9
"Mecklenburg, Virginia",17.5,48.4,1,20.2
"Middlesex, Virginia",12.6,53.9,3.9,21.5
"Montgomery, Virginia",20,29,1,45.5
"Nelson, Virginia",13.9,51.4,2.3,30.4
"New Kent, Virginia",6.9,43.3,0.9,26.9
"Northampton, Virginia",17,49,1.4,22.6
"Northumberland, Virginia",13.6,58.9,5.5,28.9
"Nottoway, Virginia",17.5,40.6,0.1,14.8
"Orange, Virginia",7.6,42,1.3,25.1
"Page, Virginia",13.4,45.4,1.5,13.7
"Patrick, Virginia",15.1,49.9,3.1,15.2
"Pittsylvania, Virginia",15.7,47.2,1.2,14.5
"Powhatan, Virginia",6.6,45.1,1.7,29.2
"Prince Edward, Virginia",17.8,31.5,1.8,26.8
"Prince George, Virginia",8.4,37,1.1,23.6
"Prince William, Virginia",5.8,35.2,1.1,41.1
"Pulaski, Virginia",14.4,47,2.4,20
"Rappahannock, Virginia",9.4,50.1,3.4,35.8
"Richmond, Virginia",13.9,47.3,2.2,17.7
"Roanoke, Virginia",8.1,43.8,1.9,35.6
"Rockbridge, Virginia",10.8,49,3,26.7
"Rockingham, Virginia",9.4,41.5,1,26.3
"Russell, Virginia",22.6,45.7,2.3,12.2
"Scott, Virginia",18.1,47.3,1.3,13.3
"Shenandoah, Virginia",11.3,44.5,2.2,20.5
"Smyth, Virginia",19.5,45,2,14.6
"Southampton, Virginia",11.3,46.9,1.7,18.4
"Spotsylvania, Virginia",6.4,38.2,1.2,31.7
"Stafford, Virginia",4,35.5,1,39.9
"Surry, Virginia",12.7,49.8,2.4,20.6
"Sussex, Virginia",14.8,41,3.5,12.7
"Tazewell, Virginia",17.6,45.2,3.5,14.9
"Warren, Virginia",8.6,41.3,1.3,21.7
"Washington, Virginia",14.3,46.3,1.5,22.8
"Westmoreland, Virginia",16.2,48.6,3.8,19.2
"Wise, Virginia",23.8,41.4,2.2,15
"Wythe, Virginia",14.8,45.3,3.4,19
"York, Virginia",5.3,39.6,0.9,47.1
"Alexandria, Virginia",7.5,36.8,1.3,63.1
"Bristol, Virginia",20,42.2,2.5,25.4
"Buena Vista, Virginia",24.6,35.5,5.2,15.9
"Charlottesville, Virginia",20.7,31.6,1.2,54.9
"Chesapeake, Virginia",7.7,36.9,1.6,33.2
"Colonial Heights, Virginia",12.4,40.6,1.9,25.5
"Covington, Virginia",13.5,42.4,1.9,15.6
"Danville, Virginia",23.5,40.9,2.8,17.6
"Emporia, Virginia",26,35.4,2.8,13.8
"Fairfax, Virginia",9.4,38.2,0,60.8
"Falls Church, Virginia",3.3,38.7,0,77.6
"Franklin, Virginia",15.1,39.4,0,19.1
"Fredericksburg, Virginia",15.2,30.4,3.8,40.9
"Galax, Virginia",22.4,45,6.2,14.8
"Hampton, Virginia",13.5,36.2,2.6,26.9
"Harrisonburg, Virginia",22.1,25.4,1.4,36.3
"Hopewell, Virginia",24.6,36.2,4.3,14.8
"Lexington, Virginia",22.1,22.3,0,46.7
"Lynchburg, Virginia",18.1,28.3,2.6,35.6
"Manassas, Virginia",8.4,34.2,1.8,29.6
"Manassas Park, Virginia",4.4,34.7,1.4,27.9
"Martinsville, Virginia",23.9,40.9,1.3,21
"Newport News, Virginia",14.5,33.5,2.4,26.3
"Norfolk, Virginia",17.4,30.7,3,28.8
"Norton, Virginia",30.3,37.5,3.1,22.8
"Petersburg, Virginia",23.2,38.1,4.7,19.8
"Poquoson, Virginia",6,42.4,0.3,42.2
"Portsmouth, Virginia",14.7,35.3,3.6,21.9
"Radford, Virginia",29.4,23.4,1.6,38
"Richmond, Virginia",20.1,34,1.4,39.6
"Roanoke, Virginia",20,38.5,2.9,23.4
"Salem, Virginia",9.7,41.2,1,27.9
"Staunton, Virginia",11.4,42.8,2.7,33.4
"Suffolk, Virginia",10.4,38,2.7,29.5
"Virginia Beach, Virginia",6.8,36.2,1.6,36
"Waynesboro, Virginia",14.7,39.2,1.3,27.1
"Williamsburg, Virginia",14.9,24.9,2.2,56.8
"Winchester, Virginia",12.4,38.1,4,35.1
"Adams, Washington",19.8,27.9,3.3,14.3
"Asotin, Washington",12.3,45,3.3,21.4
"Benton, Washington",10.5,35.8,0.6,30.9
"Chelan, Washington",11.1,40.1,0.9,25.8
"Clallam, Washington",13.6,50.8,1.7,27.4
"Clark, Washington",8.2,38.4,1,30.6
"Columbia, Washington",13.1,50.2,1.1,25.6
"Cowlitz, Washington",14,41.3,1,17
"Douglas, Washington",10.1,37.1,1.3,20.5
"Ferry, Washington",20.5,50.3,2.4,18.8
"Franklin, Washington",13.2,30.3,0.9,17.7
"Garfield, Washington",9.5,46.1,3.7,24.5
"Grant, Washington",13.4,32.9,2,17.7
"Grays Harbor, Washington",14.7,44,2.1,16.5
"Island, Washington",8.3,44.2,1.2,33.6
"Jefferson, Washington",13.6,58.3,1.3,44.3
"King, Washington",8.5,37,1,52.5
"Kitsap, Washington",8.8,39.1,1.2,33.2
"Kittitas, Washington",19.3,33.8,1.2,32.3
"Klickitat, Washington",13.9,46.9,1.6,31.5
"Lewis, Washington",13.4,43.1,1.7,17.7
"Lincoln, Washington",11.4,48.4,3,25.1
"Mason, Washington",12,45.6,1.3,17.6
"Okanogan, Washington",17.3,42.6,1.6,20
"Pacific, Washington",16.8,53.6,2.8,18.9
"Pend Oreille, Washington",12.4,51,2.6,20.8
"Pierce, Washington",9.7,36.1,1.6,27.2
"San Juan, Washington",10.4,56.6,2.5,49.8
"Skagit, Washington",10.6,41.5,1.2,26.2
"Skamania, Washington",12.7,46.6,1.1,24.5
"Snohomish, Washington",7.4,38,0.8,32.8
"Spokane, Washington",13.5,37.6,1.1,30.8
"Stevens, Washington",15.3,46.9,2.1,18.7
"Thurston, Washington",9.7,39,1.2,35.7
"Wahkiakum, Washington",8.9,55.1,3.3,19.4
"Walla Walla, Washington",14.1,37.5,1,29.8
"Whatcom, Washington",14.5,37.3,1.3,34.3
"Whitman, Washington",26,24.7,1.1,49.8
"Yakima, Washington",15.5,33,0.9,16.7
"Barbour, West Virginia",19.2,41.7,1.5,15.6
"Berkeley, West Virginia",11.2,38.8,2.3,21.2
"Boone, West Virginia",22.2,43.5,3.1,9.7
"Braxton, West Virginia",20.2,45.9,0.9,14.9
"Brooke, West Virginia",12.8,46.6,1.1,19
"Cabell, West Virginia",22.8,38.8,2.4,26
"Calhoun, West Virginia",23.3,48.1,5.4,12.2
"Clay, West Virginia",27.2,44.1,1,9.2
"Doddridge, West Virginia",10.6,45.3,1.7,17.1
"Fayette, West Virginia",20.4,44.3,2.2,14.8
"Gilmer, West Virginia",17.8,39.2,0,17
"Grant, West Virginia",12.4,46.2,1.9,13.8
"Greenbrier, West Virginia",16.6,45.5,2.4,19.9
"Hampshire, West Virginia",15.5,47.2,2.4,12.4
"Hancock, West Virginia",14.2,46.8,0.5,17.4
"Hardy, West Virginia",11.5,45.7,3.2,14.5
"Harrison, West Virginia",14.3,42.2,1.6,23.3
"Jackson, West Virginia",18.3,43.7,0.4,17.4
"Jefferson, West Virginia",9.8,41.1,1.8,31.8
"Kanawha, West Virginia",16.7,43.4,2.4,25.5
"Lewis, West Virginia",19.1,43.8,1.1,14.5
"Lincoln, West Virginia",20.2,43.2,1.8,9
"Logan, West Virginia",25.5,43.8,3.9,10
"McDowell, West Virginia",30.8,45,2.6,5.4
"Marion, West Virginia",14.5,41.1,1.9,22.6
"Marshall, West Virginia",15.2,45.7,0.6,18
"Mason, West Virginia",15.2,44.2,1.5,14.4
"Mercer, West Virginia",19.6,43.1,2.6,19.4
"Mineral, West Virginia",15,44.5,3,15.5
"Mingo, West Virginia",27.8,42.8,2.4,9.9
"Monongalia, West Virginia",19.4,31.7,1.5,42.8
"Monroe, West Virginia",15.3,48,1.4,15.3
"Morgan, West Virginia",8.2,47.9,3.9,17
"Nicholas, West Virginia",17.5,45.1,0.5,15.6
"Ohio, West Virginia",15.1,43.6,1.3,32
"Pendleton, West Virginia",16.1,50.8,0.9,14.1
"Pleasants, West Virginia",12.7,43.6,0.5,11.6
"Pocahontas, West Virginia",15.3,49.1,3.4,14.8
"Preston, West Virginia",15.4,42.7,0.8,16.9
"Putnam, West Virginia",10,41.8,1.3,26.1
"Raleigh, West Virginia",18.4,42.2,1.9,18.4
"Randolph, West Virginia",20.1,43.7,3,17.3
"Ritchie, West Virginia",16,46.8,1.8,11.3
"Roane, West Virginia",18.8,45.8,2.3,13.1
"Summers, West Virginia",21.2,49.1,1.1,14.5
"Taylor, West Virginia",15.9,44.1,0.8,17.3
"Tucker, West Virginia",12.8,49.3,2.2,19.4
"Tyler, West Virginia",14.1,47,1.8,14.1
"Upshur, West Virginia",21.5,41.7,1,16.9
"Wayne, West Virginia",25.1,44.1,1.7,15.1
"Webster, West Virginia",26,47.2,1.1,11.4
"Wetzel, West Virginia",18.3,46,1.5,12
"Wirt, West Virginia",18.1,45.4,0.1,11.2
"Wood, West Virginia",17.3,43.5,2.2,21.9
"Wyoming, West Virginia",21.8,44.6,2.2,9.3
"Adams, Wisconsin",11.8,53.8,2.2,13.9
"Ashland, Wisconsin",17.8,42,2,19.8
"Barron, Wisconsin",11,44.2,1.7,20.6
"Bayfield, Wisconsin",11.4,52.2,2.2,31.1
"Brown, Wisconsin",10.1,37.4,0.9,30.3
"Buffalo, Wisconsin",11.1,46.6,1.4,19.3
"Burnett, Wisconsin",12.4,52.8,2.1,20.8
"Calumet, Wisconsin",6.5,40.6,0.8,29.4
"Chippewa, Wisconsin",9.9,41.2,0.5,21
"Clark, Wisconsin",10.9,37.4,1.6,12.6
"Columbia, Wisconsin",7.4,42.4,0.7,23.3
"Crawford, Wisconsin",12.7,46.3,1.9,18.4
"Dane, Wisconsin",10.3,35.1,0.9,51.4
"Dodge, Wisconsin",8.3,42.5,1,17
"Door, Wisconsin",8.3,53,1.7,33.7
"Douglas, Wisconsin",12.8,42.2,1.2,24.1
"Dunn, Wisconsin",12.1,34.7,0.9,27.9
"Eau Claire, Wisconsin",12.8,34.5,1.4,32.3
"Florence, Wisconsin",13.1,53.6,4.7,19.9
"Fond du Lac, Wisconsin",8.9,41.6,1.5,23.1
"Forest, Wisconsin",16.7,46.7,2.4,14.7
"Grant, Wisconsin",12.8,36,1.1,23.8
"Green, Wisconsin",7.3,43.2,1,23.6
"Green Lake, Wisconsin",11.2,45.3,3.1,20.2
"Iowa, Wisconsin",9.3,42.8,1.1,24.6
"Iron, Wisconsin",14,54.9,5.4,20
"Jackson, Wisconsin",11,41.7,1.6,14.6
"Jefferson, Wisconsin",8.5,41.1,1.1,25.4
"Juneau, Wisconsin",11.8,45.4,2.3,13.7
"Kenosha, Wisconsin",11.3,38.5,2,26.1
"Kewaunee, Wisconsin",9.1,44.3,1,19.4
"La Crosse, Wisconsin",11.6,35.9,1.5,34.9
"Lafayette, Wisconsin",11.1,41.8,0.7,18.8
"Langlade, Wisconsin",13.3,48.7,1.7,16.7
"Lincoln, Wisconsin",10.4,47.7,1.3,18.4
"Manitowoc, Wisconsin",9.6,44.9,1.6,20.2
"Marathon, Wisconsin",8.7,40.7,1.2,25.4
"Marinette, Wisconsin",12.8,48.7,2.1,15.9
"Marquette, Wisconsin",9.8,50,2.4,15.1
"Menominee, Wisconsin",28.8,32,1.3,17.9
"Milwaukee, Wisconsin",17.6,34.9,1.4,31
"Monroe, Wisconsin",9.8,39.9,1.3,20.6
"Oconto, Wisconsin",9.2,46.9,1.6,16.8
"Oneida, Wisconsin",8.6,51.3,1.9,27.2
"Outagamie, Wisconsin",7.5,38.3,1.2,29.7
"Ozaukee, Wisconsin",6,44,0.3,49
"Pepin, Wisconsin",9.7,46.4,2.8,20.6
"Pierce, Wisconsin",8.1,36.8,0.7,29.2
"Polk, Wisconsin",9.5,45.6,1,20.9
"Portage, Wisconsin",12.9,37,0.8,32.9
"Price, Wisconsin",15.1,51.6,3,16.5
"Racine, Wisconsin",11.8,40.2,0.8,25.2
"Richland, Wisconsin",13.8,45.3,1.2,19
"Rock, Wisconsin",11.5,39.5,0.6,22.1
"Rusk, Wisconsin",13,49,1.4,16.6
"St. Croix, Wisconsin",5.6,38.9,0.5,35.4
"Sauk, Wisconsin",9.2,41.1,1.7,24.1
"Sawyer, Wisconsin",16.2,50.3,3,24.2
"Shawano, Wisconsin",10.2,45.2,1.2,15.7
"Sheboygan, Wisconsin",7.3,41.5,0.6,25.1
"Taylor, Wisconsin",11.4,43.7,1,15.1
"Trempealeau, Wisconsin",8.8,40.5,1,19.3
"Vernon, Wisconsin",14.9,41.7,1.4,22.4
"Vilas, Wisconsin",13.2,54.6,3.5,29.1
"Walworth, Wisconsin",11.8,40,1.9,28.8
"Washburn, Wisconsin",13,51.2,1.3,23
"Washington, Wisconsin",5.2,43.2,1.3,31.5
"Waukesha, Wisconsin",5.4,43.2,0.8,44.5
"Waupaca, Wisconsin",10.7,45.5,1.4,19.9
"Waushara, Wisconsin",11.3,49.2,2.3,16.3
"Winnebago, Wisconsin",10.4,38.3,1.1,28.3
"Wood, Wisconsin",10.3,44.1,1,21.6
"Albany, Wyoming",21.5,27.6,1.9,51.8
"Big Horn, Wyoming",11.5,41.6,1.2,19
"Campbell, Wyoming",11.1,34,2.2,18.9
"Carbon, Wyoming",13.1,38.6,4.3,20.6
"Converse, Wyoming",8.7,40,4,17.3
"Crook, Wyoming",11.4,42.7,0.8,22.3
"Fremont, Wyoming",11.6,38.7,1.6,24.3
"Goshen, Wyoming",10.6,44.1,2.9,25.9
"Hot Springs, Wyoming",13.3,46.6,4.5,23.7
"Johnson, Wyoming",13.6,45.4,0.9,31.7
"Laramie, Wyoming",9.8,37,1.1,28.5
"Lincoln, Wyoming",8.7,39.7,3.2,23.7
"Natrona, Wyoming",10.4,36.9,1.3,22.8
"Niobrara, Wyoming",22.4,45.5,1.4,18
"Park, Wyoming",8.3,44.5,1.5,34
"Platte, Wyoming",11.3,49.2,1.5,20.7
"Sheridan, Wyoming",6.5,42.3,0,31
"Sublette, Wyoming",6,39.4,3,22.8
"Sweetwater, Wyoming",12.2,35.3,2.1,22.5
"Teton, Wyoming",4.8,39.3,2,57
"Uinta, Wyoming",10,35.8,0.5,16
"Washakie, Wyoming",9,42.9,0.2,23.4
"Weston, Wyoming",12.8,43.1,2.1,20
"Adjuntas, Puerto Rico",61.5,42.1,0.4,16.9
"Aguada, Puerto Rico",52.2,42.9,0.9,20.2
